"","ctrl_1","ctrl_2","ctrl_3","ctrl_4","BLZ_1","BLZ_2","BLZ_3","PD1_PDL1_1","PD1_PDL1_2","PD1_PDL1_3","PD1_PDL1_4","combo_1","combo_2","combo_3","combo_4"
"Ly96",6.02591036375884,5.79132756184404,6.38745022631893,6.47990428185604,6.41334382163374,6.04899738400418,5.92322429928563,6.31858324607358,7.33471512258574,5.9438905433917,6.75693536146956,6.81596295717781,6.78890867008167,7.8975114753793,8.70128926470184
"Lyn",6.39278292940555,6.14849911600546,7.0536711993426,6.59443065744374,6.53295179898375,6.3982839274911,6.33881387838319,7.01667390793641,7.85905040284173,6.4469645732893,6.98532189443041,7.28564937718679,6.92275100867174,7.72905015546021,8.79161139055022
"Il17rc",4.54882756230688,4.49129955873882,4.97733086480476,4.41527473234301,5.08740610036277,4.28877419153153,4.79318628074009,4.91146168303786,5.65109722049493,4.49136858559483,5.35556727319371,6.48449973466948,5.01582722845994,5.80727442007482,6.42542429323967
"Lyz1",4.3405380731296,4.3102962221189,6.65555903060985,4.88223748221197,4.32055307829969,4.14539770306528,5.63328675001657,4.56426406344561,5.71335164007225,3.93312560698995,4.23861500787372,6.58111925596719,5.96186455699912,6.42357446205923,8.47642977347954
"Marco",4.98135282792803,4.98080614471766,5.860372246167,4.73560069017519,5.01139898083513,5.06739864672163,5.0180853354066,5.14605819206019,7.18234430089656,4.56355997293754,4.57805712959203,7.29533993781651,6.9103812563521,6.62618636758215,7.67659477319408
"Cxcl9",5.57999570825667,4.49030387798131,6.52747431991163,5.30318309722811,6.9762811437616,4.49236164168625,4.84835634659802,8.82577204828749,10.640973504413,4.88028627618233,10.1111753744623,10.4437592540269,8.62008849229561,10.4222106186153,10.2467003330342
"Mme",3.64696710944468,2.97374802124267,4.74156098859737,3.37690831326919,3.41873737442378,2.86526598504115,3.89953920076938,3.62325179968247,5.97335455807852,3.51201400524298,4.9835813690609,6.24472316726537,5.27340239733499,5.82907137649851,7.82538754392301
"Me1",6.18097519752572,5.10901802075999,6.65554927904408,5.86947003830903,6.7704174680581,5.97832010500319,6.38351518143337,6.10648206599989,8.5354171060946,6.69057820367998,9.19257737414687,9.86419039651672,8.52146935122634,8.02905515446232,10.5959842838013
"Gbp4",2.88963473679191,3.72605165526693,4.24164017834405,3.08254266182769,3.43887173165088,3.57734104345807,3.85031372487384,5.08208923233119,6.63019218173094,3.65269461573225,5.85513159270932,5.43866736812556,4.67233824647933,6.54915707884637,5.97841324777462
"Mpeg1",8.14908064177025,8.19679544043523,8.26623431319534,8.60748783182833,8.25710780711363,8.18578402243496,8.01323486324358,8.70546845760613,9.73480696168154,8.4064616700202,8.4108769561075,9.28355349294338,8.90726686930905,9.52273982841141,10.5274718678562
"Ncf2",5.85359037199119,5.74452125360508,6.56158307736603,6.5112308671384,5.98761858709338,5.94076765008022,5.84169049076606,6.20730857677084,6.82489730678335,5.96105040474638,6.20730857677084,6.87708359158572,6.32068845150782,7.03956714057972,7.88353537555003
"Slc11a1",6.78397636860833,6.68748420678932,7.36502835938675,7.41985280752678,7.20055359232207,7.33796833178369,6.62081903633094,7.73967339999899,8.73492154701139,7.01976439229884,7.58408585288739,8.23391821725611,7.93068066761577,8.42686564998631,9.65993899449271
"Pcx",5.09751241633234,5.54638883893212,5.76773809552792,5.33703735763431,6.05241851600261,5.39636959991436,5.74759964011927,5.31891766136321,7.79562085106184,5.15509671538458,6.74667784690184,8.57574537027979,7.43164206326152,6.51036500355085,9.66285925310671
"Pla2g4a",4.79525847185141,4.97387617597998,5.408500265641,5.53084011321095,5.30995429522222,4.85482161452646,5.0988742947588,5.78931477316966,6.50779407757399,5.31534816177487,5.68211688693951,6.15968788030755,5.53795602876242,6.2393773646721,7.29640689400084
"Pltp",9.11292701957122,8.56806771659038,8.99628076158962,9.17105062721688,8.7052305042646,8.57833765665284,8.40619382775193,8.97815670894969,9.70286091676423,8.87872109282346,8.99743141675252,9.33735797568958,9.27143014418229,9.39405195365224,10.3288749243449
"Pparg",5.5599336519257,5.4744734690597,6.28565521337983,6.00110335431546,5.93909901498498,6.06769859392177,5.80184930802027,5.95469772737134,7.73628974379604,5.59122137039013,7.69313876618588,7.83225593470665,6.97688731360002,7.10740149749045,9.03900760548136
"Lgals3bp",7.59007668456722,7.21624083119066,8.79545207571048,8.05610965594346,8.46620241851989,7.90539732468879,7.58568288884909,8.93331285610029,9.57186294257507,7.67470282090221,9.07007288040772,9.72331807390494,8.78266409132367,9.71898707336536,10.3598790890432
"Psmb10",6.87394139449481,7.17581042010839,7.36510083774115,7.04833866183958,7.08483969903688,6.75415926978667,7.07519625493176,7.4497858033746,8.23225901510494,7.03277816403818,7.74210675289687,8.21128356066599,7.4595264003552,8.35279423703332,8.89162451750425
"Ptafr",6.18923988447191,5.97254785343097,6.80566413567424,6.13914629542809,6.6191320303099,6.04223891961247,5.83843261648265,6.85957348818072,7.99503032158069,6.11319527865332,6.26879044087919,7.45122611816993,6.90322272987501,8.15105652264377,9.44483970725038
"Ell2",4.75564306609106,4.9547470541044,5.42750671152586,4.8969957945138,5.63569533834923,4.85043702866761,5.01424201897687,4.76467279318265,5.75302739662891,4.85218630249785,5.53107756491066,5.97313464711855,5.63114868389702,7.72300879772654,8.17517732486003
"Igh-VX24",5.3342417866577,4.88412190786237,5.52335202666731,5.39287092861897,4.30462991823546,5.3347201916916,5.10003673387652,5.67457832950474,5.80750206542933,5.00480218352685,5.97356161621598,5.93838815635157,5.59722871683074,9.9868594561407,8.01773331729073
"Saa3",5.25595608969111,4.05853807785606,4.79149056567567,5.79188365957927,6.01177703205005,4.41573202972335,5.32532898229077,5.05487137999635,5.72156048459006,5.42284559930307,6.47049781271624,7.76876421177135,7.30404082673609,7.8727742361919,6.72914418992272
"Acsm3",3.16016265583268,2.93218024654341,4.12385352100606,3.05579490490801,3.48330307377694,3.45802095362601,3.39555289285861,3.29640478010534,5.3679639797862,4.41763155294196,4.435814978807,5.52617006791581,5.42791395750212,3.78022512481275,7.98646189306214
"Scd1",8.24092578397645,6.92984454297904,9.62713005519448,9.07753788477657,9.49480499744989,7.5469005145743,8.77360242425728,7.50484473290365,11.2808392389525,8.42277334349349,11.1834995780584,11.7289046472698,10.7863687261784,10.6680447046153,12.0960334642208
"Ccl6",5.36798399673171,5.6786770234387,6.60620202374768,6.76554054307887,5.93271159488283,6.3231974977573,5.22462234746129,6.22516734480718,6.91029203661705,5.99918271951454,6.64304788996378,7.33055981513145,6.34970031262093,7.00438029552961,8.31456245600792
"Ccl8",4.90815706383795,2.858487697593,5.12219281621391,4.2947319112297,3.324048261022,3.25699546309223,2.46317615237591,4.95712636198236,8.05641721006428,2.90003875230643,6.89279006184229,7.57457812139389,4.55576311389328,7.34278480769195,8.44970076212148
"Sla",4.92106132680096,4.68908876456168,5.99356756718358,5.11167016948139,5.30376726642422,4.91157397137501,5.12288395149839,5.96355187987977,6.71600630728657,5.07563202408415,5.65447769048765,6.27837385339316,5.79947374070699,6.85228028042804,8.11862620718717
"Slc1a3",2.83931788573432,2.7903757430195,3.83823081188776,3.4230683987305,3.13475945546156,3.06044215790017,3.21812328770951,3.55073285917967,4.65260627966429,3.28831749469101,3.49459707479815,4.65197848048092,4.29214674299402,4.46215973260757,5.98774544474035
"Slc2a4",4.03986796930431,3.72367476110275,5.32480380963154,4.25559042164865,4.28939169648603,3.26900574094129,3.65722816980294,3.71440384021312,5.86218237438136,3.88007256732489,5.59448668699758,6.23594879386952,5.11877357905918,5.82069873567655,8.1249678612562
"Spn",3.87664752266281,3.6944112546331,5.36627183321176,4.13084830949646,3.58310740739769,3.78522393274137,3.68401534185911,4.46849454838977,4.78499495259943,3.46264318302727,4.03363825331551,4.99002158754368,4.75237386229034,6.13120143312849,6.64341206484584
"Stat1",6.48313685189998,6.40470112678504,7.61767314640911,6.76343441088519,7.33938167429925,6.50880503757031,6.9281715323664,8.56756476785747,9.8049810910626,6.44599607018331,9.38059043045613,9.4849626952048,8.05254129287531,10.0063287385595,10.4467859686247
"Lrrc25",4.77893641706567,4.91394432112767,5.30946040557689,5.5900463918401,5.18162447985579,5.15021763260066,4.58762492667482,5.49425155740502,6.28811925705754,5.44407766202131,5.21562577805223,5.8944347625436,5.90804472878486,5.87780165135225,6.52698679858509
"Chpt1",5.60503101852458,5.05014066372061,5.43001898651384,5.25287394023865,5.4072491622341,4.87261074452882,5.21141958193621,5.03982207989064,7.27609957763644,5.74246389995788,6.74942012465298,7.54700304263341,6.70250650660999,6.10129545323887,8.40558361948517
"Dse",5.34991462113722,5.14993686905496,5.60029352067666,5.5841632801167,5.21508263412433,5.16552692309839,5.01993572932496,5.44180712056801,6.79789669370957,4.91781122773495,5.45421730018877,6.07510742027738,5.79352147614538,6.45305833957017,7.34329647274296
"Tifab",4.59506219596546,4.30694120335304,4.56702217802374,4.83931547782212,4.7753617594034,4.33271677780296,4.1881803481618,5.17463219120381,6.0083778099574,4.32559259724132,4.66045909531688,5.56103338930088,5.01782025149439,5.81682986444072,6.71121430614959
"Tap1",5.12369335186802,5.13354161645889,7.16172400728275,5.9161245126947,6.05570896281277,5.36318329989829,6.02865213015409,6.9518295593794,8.65356339481692,5.20131377925179,7.55730420104305,8.8811303202655,6.66777367507544,9.0554049551752,9.728118933441
"Tap2",4.23948432482849,4.14326468883845,5.45457593244631,4.03868696409068,4.44646384659378,4.13307905599539,4.35269370129989,4.5867139261601,5.82895738637239,4.21888094012195,4.73799228413338,6.057880772451,4.75367604901592,6.41515749044172,7.05034934617327
"Tapbp",6.33284513547277,6.38402921036598,7.4315276225735,6.7494750968397,6.88243263675952,6.31245119934358,6.7690578748177,7.12217716371455,8.04809332645833,5.90916230386887,7.80466274989793,8.04757807327814,7.26070707660532,8.39498867936848,9.47396091850217
"Adap2",6.19685012585848,6.16876242872611,6.49734042074637,6.48280066396043,6.06235009219183,5.86449923162006,5.93731596642098,6.46539663257308,7.62176014195554,5.812249507874,6.00560921979738,6.77893255810445,6.8853088032485,7.12208238583346,7.96179178203201
"Tmem106a",5.07572978316972,5.06173444811598,5.68430212388689,5.45941728262468,5.52439969094196,5.12271409813828,4.82184082730585,5.80797642083154,6.60056346011316,5.33009767700967,5.56912202683386,6.21722659407063,5.76362685384322,6.1999465568215,7.22064614060945
"Abca9",4.02652713531574,3.41272861218506,4.7689558883749,4.0849462930748,3.69560904722949,3.6083608999383,3.66193931912139,4.30027240326748,5.81992440934354,3.73936565721296,4.77823462225815,4.68564791215597,4.74477034982852,5.23320837245899,6.57198296168807
"Thrsp",5.72677680533227,6.0592822366428,6.91035444197114,6.07205433306397,7.03218576316119,5.6340943226503,6.19619623489323,5.29708452439172,9.95130791925937,6.33322024177081,9.17182108170459,10.1231599406676,8.87605542111781,9.1405088471676,11.1073065321021
"Tlr4",4.17405533803149,3.83148408526961,4.58683558740324,4.78553746161003,4.31878847658811,4.26525968027576,4.00744969510436,4.54523093900151,5.0746663374181,4.02261968975677,4.55667010558964,4.84241024186662,4.82122745623868,5.3153988756363,5.8340753702892
"Otop1",4.43593285209987,3.70042305644606,4.91578398780601,4.42491960959317,4.23524217204389,3.88492078589781,3.54567298281051,3.96102102685255,6.71301224905447,4.2276312737993,5.98514455029858,6.30895453839589,4.82745965315791,5.64096529173261,7.77631159589479
"Tnf",4.1338483254482,4.61924286349734,4.53716199992125,4.33910001382754,4.53855729386848,4.13539453997105,4.09369665955623,4.74409627740979,4.97530748778887,4.66541788839835,4.86728888326907,5.23515759514996,4.44962105304526,5.6055228706399,6.44183105683205
"Tnfrsf1b",5.29629139749417,5.65930044904516,6.26846084675692,5.67548109939602,5.60745856145929,5.37960393364175,5.34410698249708,6.10614097743178,7.01220570355117,5.34920108534741,5.88972715571076,6.46124050773656,6.33554728156058,6.90184677546208,8.19407289205012
"Cd40",3.93109676083556,3.75889593851589,4.68776117969954,4.17558260170403,4.35095363328868,4.02975624708261,4.32265949070815,3.87232977050273,4.67957741099605,3.99619652286332,4.56951345325634,5.05305874160848,4.53689609978699,5.62948861591321,6.09790241795957
"Nr1h3",5.80509996208403,6.31150860918034,6.07582309589355,6.58657857151933,6.14976443539392,6.27632113906557,5.83145158344024,6.42580513730566,6.82400881849012,5.97634810795962,6.16420823550997,7.25843917841017,6.77311608978181,6.65593042449209,7.88430016583588
"Xdh",5.27386408469327,5.31742557129915,5.39561267310383,5.55465302795124,5.56645700860267,4.84886856851573,5.35132763785824,5.46924430176343,6.87004901447586,4.9036847675436,6.11587833047263,7.05342518088757,6.25491750213801,6.61609050681099,8.49565814523677
"Pla2g16",3.75698437558978,3.2640611369983,4.77774508495141,3.55427837614767,4.35733939512258,4.04052352663197,3.56781798563927,4.35667517508849,5.88180695509889,3.81360945250262,4.67237475831283,5.26851624464663,5.07916474501815,5.15945026510563,6.55683847903405
"BC028528",4.19077687060044,3.79760082597604,4.5819490474096,4.48130688118519,3.77840267606175,3.61137423268927,3.96696517349366,4.11938190372221,4.70457249648375,3.87968710687237,4.09724074072709,4.68414809773117,4.22170877362589,4.81368864994975,5.55514219907253
"Gbp5",3.75995556567186,3.86020675372754,4.38966920286961,3.75344500359972,4.02256819008289,4.12338614118593,4.12559428601093,4.77283161780346,6.66997737670027,3.82016219992957,5.57355271999175,5.90138747676385,4.85183951875254,6.36710019621424,7.23763319942741
"Gbp7",4.92599594633977,4.8600599938503,6.05959194685849,5.49758217349448,6.36420410827267,5.28058025191796,5.61646223462384,7.04727695197473,9.03185433326198,4.8350669842245,8.63709650699472,8.64343924115554,6.96101859258937,8.96390004331541,9.45201190643809
"Arhgap25",5.93468164981198,5.97691823542467,6.73890540114249,6.44611714010489,6.29348837492699,6.40244575355252,6.09617100859327,6.8314971057468,7.1593336474008,6.08601160865829,6.10272125808056,6.92502840136222,7.00635005489171,7.4417770303836,8.6376812688567
"Clec12a",5.91699369763386,6.02813970006527,6.49650116394048,6.28206721377298,6.04899703379434,6.14916905977816,5.87884577669119,7.24270823902032,8.01524534402128,6.70193924091134,6.88829297572867,7.38541025388506,6.70706685790115,7.76555945187848,9.70758501757987
"Gys2",2.97801465934255,2.75196739153791,3.81420707100728,3.8963523270445,4.3606532124459,3.16976096396905,3.05775128424916,2.58660112614823,6.07155130560466,3.68276914631289,5.15438907098568,6.39702197336877,4.75199872228746,5.37582751630204,7.41278398837983
"P2ry6",5.98153766146615,5.86682852476611,6.6306682986057,6.29979906497877,6.19141316605597,5.53255669344613,5.62453118901017,6.06894415417558,7.75549680244541,5.83753344691282,6.73841225560721,7.00625397775128,6.62216720330412,7.4271651919991,8.34909026436565
"Tmem45b",3.67988446747282,3.44481109284869,4.53194130343275,3.50098709235249,3.69584097353487,3.47629529696174,3.26140703312521,3.15986708593643,6.55000539468875,3.72313032605056,5.5850605204304,7.15296508713181,4.76125799033329,5.85359037199119,7.93887776651744
"Gbp9",3.92775729982562,4.24643474995903,5.98047016857971,4.91793268865497,5.7610582597865,4.24526113874881,4.86774976292482,5.99473720003506,7.19170599563518,4.22526610849719,6.04439330207136,6.72762098383403,6.10372516104302,7.31936076875633,8.21139497771051
"Trarg1",6.05575811612642,5.68718214209197,6.46690585247326,6.99524179663708,6.21406822131502,5.3793457646935,5.91863476826184,6.08387205037945,7.8113173355853,5.94857566269068,7.02588750641773,7.79505906424263,7.20642875313198,6.98175695539369,9.02961385847538
"Bves",5.65494840083344,5.99322105890919,5.35535818469224,5.52929540563898,5.80749372206461,6.2605911211657,6.02849960085418,5.90693142965949,5.24172910851834,5.57274544709445,5.41019704602431,5.18218148009307,5.58398883376638,5.14776373119688,4.19357017778932
"Gm4951",3.12231549078762,2.39955275063436,3.27691825586073,2.96669334215876,2.90389511699012,2.45705652390676,2.72943281423504,3.74941350733234,5.86685171766543,3.15898869396658,4.91709103897124,5.20937985921191,3.4759461702922,5.4521128864682,6.40608336317824
"Ubd",2.74419919377713,2.85989164750657,3.07310554464212,2.67807754136828,2.78337883439048,2.50600895871082,2.65273348534739,3.11757867003687,4.57591011633167,2.8040526060354,3.58141971502177,4.94632194889976,2.84072610502047,4.21393477895413,5.10787176046398
"Lrrtm4",4.28348518320673,4.85549371953512,4.43554397554135,4.52524694487442,5.70714248357885,6.00644731429974,5.28852452976795,5.25900643924573,4.62252728867119,3.84652712784761,5.58825160326361,4.70272954569784,4.77471270325158,4.32130929625734,4.1657381312359
"Ppp1r3b",3.45353965721138,3.500226564492,4.03864148831464,4.17320536552426,4.41461674589111,3.88325798435763,3.8189453384845,4.2888409000798,4.8158433842433,4.18154408166611,5.01922043603038,5.30759291960454,4.69784006370312,5.20695393763227,6.85617999145845
"Slc36a2",5.12852061422185,4.33348232979127,5.46875487333684,5.02787750453142,5.0183296287551,4.2628931332293,5.10614318645799,4.74913775942099,7.10276781177381,5.06780734908249,6.23579377383301,7.4666848542953,6.60042906727086,6.04667223937768,8.53925481794349
"Fcgr4",4.74078032945862,4.74534945950983,5.41167374245647,5.76422792187928,5.56319097022115,6.32468122073499,5.39500272216786,6.62620716866688,7.39550010382869,5.75707657703331,6.96546987226576,7.11557498391966,6.45623423312089,7.08940689106599,8.8891374454539
"Cd300lf",3.3720404709154,3.66585353327874,4.15632491728515,4.07206390673538,3.64822294882526,3.98969427808205,3.78651904954008,4.27013302331203,5.12348698261769,4.11106909014163,3.97567871104882,4.8978382014389,4.18002443849252,4.99207811493275,5.33770387366062
"Adig",3.68122146461491,3.6367933964726,4.59508152587386,3.80847935620884,4.06764564073026,3.762532041745,4.06709199973931,3.85343907336937,4.96682140792514,4.06853053513788,4.57070453519009,5.68479037953269,5.29633906509816,4.13594329572195,6.90365532191295
"Adgre5",7.15905058930648,7.17420390279085,8.16190072559385,7.63369042703632,7.72467585619563,7.06012108165701,7.2722955788624,7.49397536985614,8.6344131798254,6.86174644827868,7.60598462462353,8.4259419190453,7.99757389017896,8.72646936403944,9.91466979777247
"Slc27a1",5.39391069636275,5.78366686611631,5.68053674154469,5.72336665591551,5.16497493652033,5.62466540640085,5.51585026585532,5.60215758356957,6.56251137010735,5.40774224160936,6.07319238620203,7.12210223714244,6.40785528239332,5.84612003433087,7.96140238154322
"Acsf2",5.11502046443752,4.91548249948282,5.62171215280884,5.59768038853905,5.342066155778,4.91516450786459,5.28597618323187,5.46735127649097,7.05826313662828,5.11272105156067,6.674544950189,7.44891111710375,5.70234215388581,6.39663439767211,8.9741709487067
"Ror1",7.48816096556086,7.17940257603204,6.64766282637366,7.45208135928982,7.0335980019891,7.81000212930856,7.48018145171284,7.40700981665676,6.50461845686247,6.87892394472401,7.31703470720078,5.98366146842166,6.87016438991481,6.59707397375719,6.09914052030886
"B3galt2",4.02894128990519,4.10385313370598,4.96423621370332,4.1127547457353,3.98563325172786,4.35480118975399,3.92360996500239,3.80703223878329,5.98635086655628,5.44732689738583,5.57726316439977,6.38956773462167,5.60284426832881,4.41891234154331,7.27016798689188
"Clec4a2",2.76719036180206,2.93264828195031,3.32627913743929,2.31349344303607,2.66511676171948,2.50760236467177,2.70497953041169,3.27321045897052,4.05042330054432,2.30955681625705,3.2270658927246,3.85364051443829,3.65835879285399,4.09376998992626,5.60003631371698
"Acvr1c",3.63982232462689,3.67930306854918,4.47844520717071,3.82129242943476,2.67508747416616,3.04593329493924,3.46369185603518,3.62233763537089,4.96050682298406,4.08849497321747,4.28867973714143,4.85793400875363,4.40445974586089,3.8698409870296,5.9505969556372
"Islr",5.1246811531467,5.02371555307928,5.63900844726031,4.98532353569599,4.84431093459939,4.51057846524718,5.01216719575874,4.55342186998279,6.04393690594544,4.39027947951069,4.90137201845367,6.16471131811705,6.13560492049299,6.60252497096337,7.22475350081904
"Pon3",5.30221255290886,5.04629042593025,6.12535873617676,6.10832417635506,5.8785128780288,5.13651085574088,5.59603672453418,5.78880858363486,7.19383130497189,5.37658067066771,6.84850081448655,7.50100389759305,6.55655881592821,7.82092071040016,9.56294414425902
"Akr1c13",2.65532368699667,3.0431858837844,3.52430395186374,3.16587295290306,2.54537565790893,3.37219921546106,2.24920847698153,3.805392604603,3.18956308014865,2.40735918981412,3.28871462633159,3.92835034216493,3.49108040918356,3.75370914925726,5.44648103350395
"Tlr13",5.26956526165255,5.15011770520399,5.56448034623365,5.60447250358213,5.29644191898735,5.40180979222097,4.9573732517653,5.6078159373314,6.35678993936817,5.35225445714105,5.40783372286681,6.2050171618653,6.10240610632765,6.58613508644389,7.3555031700335
"Trpm2",4.42741507687658,4.35625510987176,4.2380186571083,4.46201150787866,4.35094211248164,4.66503866157743,3.95826030336215,4.6542945992416,5.65936907994314,4.49286550061312,4.48716179814197,5.61561071433403,4.72431649802044,5.28593577051217,6.26964831417289
"A530016L24Rik",4.3606532124459,3.89884760469978,4.78560816349087,4.17041002937237,4.46451415831293,4.25396424547265,4.48554906548135,3.98975723105525,5.89945314052521,4.42623764097064,5.37366258276773,7.04130189168973,5.78554399063616,5.187846235395,8.47916783559486
"Ano4",5.48357251253929,6.06258469756371,5.4573835324465,5.49435887373306,5.6615929396083,6.28983051505308,5.93057176990933,5.86819270694928,4.65692730760513,6.0183200723681,6.00565645892068,4.98945906996441,5.43514232857474,4.68033817306464,4.065371211521
"A730089K16Rik",6.26504969960424,6.60056346011316,6.45074741407711,6.54640690886721,6.87349191343739,7.08507649770254,6.91200215118866,7.12744012890706,6.14863403349705,6.57302074165824,6.89650895114047,5.63471527867596,6.6852452708939,6.26112214083377,5.03012957742971
"Apol10b",2.96734757202126,2.79003513941573,3.29516299109907,2.44597305038946,2.92750053493037,2.25058272737863,2.52728019328394,3.37498946660001,3.47871952466826,2.92014834174945,3.40105287797674,4.05421687899322,3.03727816086468,4.22453206441157,4.26825937686625
"Acot11",4.42123171742913,4.30870201577758,4.45186519660364,3.97634343364443,4.44461304339464,3.89096054872009,4.24311427183293,4.43340781601693,5.42425826798851,4.32540229022777,5.2321354118845,5.70628212437691,4.5374794009275,5.45259337071854,7.1069401522194
"Tmem120b",6.05241641281549,6.3129605824653,6.13930525887751,6.24642801298049,6.15061804900399,6.30141093999113,6.13231599346731,6.10542731342611,6.65551975903243,6.07305005449802,6.55418424828424,7.5597739328938,6.68422987046561,6.76075502295589,8.10858303224247
"Cd300ld3",5.20252549402552,5.28948391276447,5.60704816214162,4.82823081310196,4.37841884582354,4.73735094939247,4.13108520853037,5.47140660323531,6.25539004888276,5.25605593768009,5.10733543149435,5.49843206782602,5.14442787209615,5.02205015218673,6.34345587952714
"Tlr12",3.99198945018357,4.46306643045289,4.22282549827139,3.8018010917374,4.67928384564638,3.90006017448918,3.86270745256359,5.1295257137032,5.72426933280312,4.66469917874376,4.19178441753244,5.55408336445822,4.72265622731095,5.62102096757856,6.25979095246509
"Nlrc5",3.918002992556,3.23496401751392,4.87486682857609,3.53262809154346,4.10996611159049,3.54885683737569,3.90738145683359,4.99651895123241,6.60056346011316,3.40371229013981,5.80495738527784,6.73067943465209,4.4744792581154,6.86146000961035,6.78204298912648
"Lair1",5.07813742469554,4.76700774806432,4.45919867801006,4.72811799147767,5.34874879541888,5.17831022044226,4.78922949904664,5.68750596184855,6.28547028884195,5.05640588815883,5.63503652145981,6.10559068292174,5.85710324005794,5.81145272371423,7.04647815317668
"Ccrl2",4.61995515211101,4.61631295677024,4.71843117570273,4.80513057996683,4.46926594957754,4.29882738767692,3.93391098168665,4.78289437864942,5.09411780246274,4.42421600778991,5.24831901216028,5.13539868899162,4.86083060664226,5.0948789049367,5.94874813201535
"Irgm2",4.292155619199,4.61823775556731,4.78438345649243,3.9803141039358,5.18977792661155,4.53058076415345,4.28848010247628,5.79055452247567,7.52132951280158,3.67988446747282,7.33646932833648,7.26455584384871,5.69491921005436,7.45589179739338,7.75351784307322
"Apbb1ip",5.31588021378918,5.60729776325294,6.75470356492091,5.76622952730065,5.36632449437834,5.53944828453329,5.43266178686139,6.20032350201414,7.08382935868808,5.3355100438531,6.05404018593464,6.38815524750415,6.36023763033566,7.29711609063535,8.3568607549852
"Gbp3",4.04135221734781,4.09796409567844,4.18247361008493,4.15926668603636,4.51955730366969,4.19911102075353,3.84821600450505,5.2847892932954,6.57747188408432,4.00778892495157,5.9851834672388,5.97441120882195,4.54953514630911,6.13330584935525,6.71998108792104
"Lgals12",3.6663656592364,3.31406895647227,3.9564034489716,4.14656159319073,3.95144518504121,3.3056841357542,4.4312139382896,3.2494979606059,6.91638600318491,3.71827505330994,5.93763473124668,7.42044123049067,6.82424326824153,5.51215795280425,8.42199775859912
"Car5b",4.56758386818687,3.73571161739443,5.20338881250101,4.6567576875328,5.14657400449421,4.07164381287164,4.85373917625871,4.42074843443043,7.13664537489811,4.00089400318493,6.24370629067737,8.11484106595733,6.98138916914455,5.66346025303613,9.13772783808523
"Plin4",4.46949800624144,3.85475643852754,5.31475704271776,4.04710089901601,3.93840210137234,3.96192840365939,4.88250054456309,3.73511160603984,6.42058203533999,3.9319020407894,5.46646882109385,6.51819342916545,6.14314112334598,5.3051131844762,7.57484287917236
"Zbp1",4.88403925871641,3.86294392514966,5.76219558448828,4.58748403352939,5.303207183473,4.0394835487832,4.77773670002458,6.27696063405477,6.9340610675908,4.89285062739759,6.32119444424114,6.50861217643717,5.51828730992341,7.55951702677791,7.66733268472982
"Pdcd1lg2",3.38110089948319,3.13591754828473,3.76968039987453,3.68095753308864,3.77656476067093,3.32027191316922,3.51089087760443,4.12036646363974,6.16204515002055,3.01687303395386,4.94377461801061,6.22115606707976,4.2001913327848,6.21836637533655,7.69559972544597
"Mlxipl",4.12237973038951,4.01069305928446,5.04794648187224,3.89794379023848,4.80567253573027,3.7425861844048,4.07617086226902,4.0702936917437,5.99446598448677,4.03114014951465,5.04969490828453,6.01017403468715,5.36227342147208,5.5763859618473,8.01176899717817
"Iigp1",4.09489469568752,3.37769109363696,5.15727901145537,3.57749469762219,5.706239195498,3.61867991599641,4.340571689992,6.70658027541446,8.42993307282739,3.85463320804585,8.32078285152446,8.74013707568668,6.83529255735406,8.07110118640129,8.82030923361317
"Cd274",4.72791013345445,4.98101914120504,5.23783935557354,4.87987485491487,5.21150675905914,4.65116426015328,5.05034105069246,5.85317240818646,7.18982650501254,5.35808579170284,7.02384571480558,6.95019134804963,5.68429618458218,7.40981877107841,8.25328683929894
"Gpr52",4.06032761143755,4.30720997541966,4.48914969948874,3.77056444642481,4.22475037197229,3.95634467784644,3.79873529054991,4.910108928064,4.48019437075593,4.00262746798025,4.04428753105841,5.10829208622723,4.41869913392033,6.17710827931083,4.98771639798589
"Igkv3-4",1.84249667881396,1.6948478967993,4.18693837013641,1.91075274936621,2.49732559555567,1.75191522959033,3.91132949539466,6.46207829498914,8.07340072502071,2.86324952258339,4.86931462418997,5.8568978040087,3.64280907917088,11.6782463397513,11.4603831507215
"Gbp10",4.15844137295132,3.62359906831351,4.58345316779884,4.25174424735096,4.28663822429245,2.92553255623856,3.50660171385006,5.34921503191262,7.34628271269743,4.07579629783258,6.93581225702422,7.79608483559795,6.14155285609823,6.89429906567797,7.87401050907748
"Igkv14-126",2.50555654020171,2.21836870682196,2.82343044731769,2.20833895358288,2.85427825226195,2.25115789404395,2.41448000189274,2.09813130097006,2.48537736180796,2.09691650473109,2.59694402388909,2.56406744619141,4.24880515478655,4.46399212925254,5.58186603829476
"Gm12250",3.62965222159259,3.29971869430889,4.71647484939199,3.68311635146418,4.47948126723591,3.64480648809963,3.8921156804093,5.36161478957887,7.06799590695247,3.79077201984568,6.16778255605585,6.36423763944066,5.458221723588,7.09367137873762,7.24147419164234
"Ms4a4c",4.21268428613719,4.70563649444966,5.47394857444638,4.56715075794746,4.2865898980783,4.2733475911597,4.81604930619051,5.06603664781138,5.38325803422178,4.45160965792384,4.95157000974061,5.30975302588493,5.11360205214999,5.86554821067788,6.00577738988351
