"","ctrl_1","ctrl_2","ctrl_3","ctrl_4","BLZ_1","BLZ_2","BLZ_3","PD1_PDL1_1","PD1_PDL1_2","PD1_PDL1_3","PD1_PDL1_4","combo_1","combo_2","combo_3","combo_4"
"17534197",3.80381193283063,3.20220213100881,3.94237192429363,3.58369882497483,2.86580767766827,3.99599954582582,2.62938323451692,3.23301981789464,3.40543088767257,3.51757284303038,3.02945934913429,4.45003764009262,3.62432638656758,3.59801050288111,2.98119785257381
"17534213",3.5691807543614,3.63804485357166,3.00192084768542,3.6690901498174,3.5691807543614,3.93272139236904,3.7665277264757,3.52695584488054,3.44592365212004,3.69119509502176,3.70741853374839,2.99199811640695,3.3295959017939,3.70741853374839,2.99076527718714
"17501133",2.17161389773629,2.3475549717383,2.21371469814794,2.51140171395968,2.0231940619722,2.51736588125525,1.99203782255017,2.05552936982202,2.33593088789583,2.86999467420742,1.88033439740374,2.35445073151318,2.82410790593066,2.47008262432313,1.97163584355259
"17326926",2.79194555253017,2.55332374686216,2.98121198997632,2.68373809952286,2.84183569792086,2.95731272163695,3.02230790724843,2.30001479464667,3.25918689031568,3.10159978983285,2.86077539485755,1.99376367968909,2.63028149152812,3.10159978983285,3.09143876256628
"17466279",3.06881763457445,2.43661266759082,2.02491768941397,1.75211845773975,2.75803820961179,2.25067396341487,3.09169207293744,2.36284961467657,2.02199177660436,2.86637382735519,2.02302523993802,1.85196954396774,2.40213872864914,2.71404703273016,2.31977229936215
"17424818",2.22846531511689,2.96130600985946,2.75962371466817,3.37732410466193,4.03641522351575,3.59241938937939,4.39393721778667,3.28732911515755,3.36624900024884,3.70097806093684,3.14971693340026,3.48740845449058,3.34354952626878,3.56011298096226,3.00230342070134
"17550504",8.12937366751643,7.37856274051021,7.32928226763862,7.71529149926656,7.75471762805595,6.72582551732888,7.50296052335349,7.59281661494159,7.05899743467633,7.6935890198064,6.01525337307453,7.39002997486723,7.50328038866921,6.99358915610739,5.85490608155519
"17234718",4.86430404571452,3.43821906853582,4.47790891657419,4.23899434716492,2.82210709074292,3.88503588524595,4.08815340980285,4.09360927679459,4.27963392527362,4.42894467279978,3.88503588524595,3.4418527686119,3.88503588524595,3.66663855906712,3.73780408119353
"17230067",3.79481422399984,3.88561881514408,5.44140276570551,4.06217300082322,4.86177201434449,3.91478506020468,4.14121636232272,3.95904431987562,5.20880169683703,3.419164499209,4.60938658273126,4.24695188420209,4.16804374255036,5.68838342791876,6.30846693997847
"17533937",5.67393223416226,5.33138881952874,5.83315274943592,5.11559299043156,5.58796578300112,5.82114576699495,5.62417347077609,5.05724563055165,5.92753681598301,5.44202971351971,5.36977430488907,5.46089960824976,5.30212668614496,5.45287420870348,6.37139125095402
"17340584",5.95970266139959,5.88364231951664,5.25346706411532,4.98998407257902,5.25964682149653,5.76099978988738,4.70323487827962,4.86873893396731,4.76717907473416,5.75682344560588,5.25346706411532,4.61109712763359,5.16734110767822,5.25346706411532,4.84483523770582
"17316163",4.36530787587326,4.1682662118927,3.89752245466887,4.33830382350915,3.74855281583893,4.10359071749639,3.80198543082966,4.14967289830099,4.54496696975429,4.94869451797717,3.3489006265786,4.32084196717682,4.03572582370365,4.35526174563475,3.15307950267466
"17533946",2.31112495005384,1.88204194653933,2.51773098885039,1.52298816818609,1.70966785533694,3.24382110654344,1.69368623710326,1.83755724574713,1.57112047644839,1.92874662409564,1.78976120854992,2.06181445389765,1.88204194653933,2.46472994166527,1.98906498626455
"17533952",4.03613289758732,4.65066574110115,4.65936501353613,4.51049970191774,3.83009179152391,4.49150980653787,3.50098302512914,3.25086742191968,4.07925776485017,3.96732577645413,4.09114876269398,4.41415962404177,4.24254189365413,4.39367172462018,4.118635158696
"17491417",6.75790437714128,6.11386242925573,5.90362491030903,6.18319350378424,6.74478887715819,6.76589822039719,6.78916627142651,6.81465468701719,6.31047828045794,6.53126889524203,6.5038802115108,6.12342377225936,6.34889407816048,6.2849128030175,5.78046906555028
